"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
7.743131792E0,-2.427387238E0,2.173330688E1,-4.572874832E1,5.068872912E1
7.753171792E0,-2.321487427E0,2.191544342E1,-4.616611099E1,5.115648315E1
7.763211792E0,-2.320800781E0,2.170938110E1,-4.617254257E1,5.107432850E1
7.773251792E0,-2.303421021E0,2.166799164E1,-4.639336014E1,5.125574577E1
7.783291792E0,-2.310474396E0,2.176126480E1,-4.615763474E1,5.108246453E1
7.793331792E0,-2.263694763E0,2.168036652E1,-4.618903732E1,5.107435536E1
7.803371792E0,-2.228748322E0,2.153262711E1,-4.598988724E1,5.083002142E1
7.813411792E0,-2.092132568E0,2.166408920E1,-4.607775497E1,5.095948668E1
7.823451792E0,-2.347751617E0,2.177827454E1,-4.642569351E1,5.133371404E1
7.833491792E0,-2.314281464E0,2.183434296E1,-4.648327255E1,5.140806414E1
7.843531792E0,-2.180007935E0,2.163672638E1,-4.644667435E1,5.128541626E1
7.853571792E0,-1.978595734E0,2.166759491E1,-4.605273056E1,5.093381492E1
7.863611792E0,-2.097957611E0,2.167020035E1,-4.609410477E1,5.097710764E1
7.873651792E0,-2.166950226E0,2.194767380E1,-4.631583786E1,5.129866368E1
7.883691792E0,-2.261066437E0,2.198090744E1,-4.645235062E1,5.144019431E1
7.893731792E0,-2.364875793E0,2.182748795E1,-4.641839981E1,5.134880435E1
7.903771792E0,-1.976074219E0,2.203689957E1,-4.657405472E1,5.156231555E1
7.913812792E0,-2.025249481E0,2.209892273E1,-4.637843704E1,5.141423386E1
7.923852792E0,-1.904468536E0,2.197529221E1,-4.606760025E1,5.107606348E1
7.933892792E0,-1.881149292E0,2.182438278E1,-4.623356247E1,5.116038218E1
7.943933208E0,-1.783058167E0,2.211199188E1,-4.641690445E1,5.144558776E1
7.953973208E0,-1.868133545E0,2.191471481E1,-4.636515427E1,5.131736722E1
7.964013208E0,-1.910213470E0,2.172597122E1,-4.651103592E1,5.137064535E1
7.974053208E0,-1.967185974E0,2.165829086E1,-4.654571152E1,5.137562306E1
7.984093208E0,-2.242645264E0,2.179518127E1,-4.674472427E1,5.162488384E1
7.994133208E0,-1.987594604E0,2.183650208E1,-4.651717758E1,5.142597753E1
8.004173208E0,-2.001655579E0,2.178366089E1,-4.621206284E1,5.112816502E1
8.014213208E0,-1.938686371E0,2.182940292E1,-4.651350021E1,5.141776968E1
8.024253208E0,-2.317932129E0,2.179613495E1,-4.620103073E1,5.113687074E1
8.034293208E0,-2.114208221E0,2.192627335E1,-4.618632889E1,5.117038514E1
8.044333208E0,-2.247856140E0,2.206776810E1,-4.651076126E1,5.152950765E1
8.054373208E0,-2.314373016E0,2.193930817E1,-4.618326187E1,5.118186439E1
8.064413208E0,-2.365158081E0,2.205790710E1,-4.607284927E1,5.113563023E1
8.074453208E0,-2.351787567E0,2.191967010E1,-4.600431442E1,5.101372156E1
8.084493208E0,-2.267486572E0,2.206029892E1,-4.632904434E1,5.136320311E1
8.094533208E0,-2.257030487E0,2.200561523E1,-4.668683243E1,5.166238100E1
8.104573208E0,-1.977069855E0,2.192269897E1,-4.660301590E1,5.153983534E1
8.114613208E0,-2.187244415E0,2.184394455E1,-4.650840378E1,5.142930656E1
8.124653208E0,-2.220962524E0,2.195670319E1,-4.633563614E1,5.132271101E1
8.134693208E0,-2.231441498E0,2.184645081E1,-4.613366318E1,5.109365540E1
8.144734208E0,-2.265525818E0,2.187856674E1,-4.619118118E1,5.116082006E1
8.154774208E0,-2.314346313E0,2.195736313E1,-4.621739578E1,5.122040284E1
8.164814208E0,-2.322685242E0,2.179237366E1,-4.656530380E1,5.146484173E1
8.174854208E0,-2.350524902E0,2.200954819E1,-4.633090591E1,5.134684042E1
8.184894208E0,-2.175628662E0,2.195973206E1,-4.635658646E1,5.134098071E1
8.194934208E0,-2.249126434E0,2.206686401E1,-4.649239731E1,5.151260103E1
8.204974208E0,-2.208793640E0,2.194037247E1,-4.648345566E1,5.144871586E1
8.215014208E0,-2.104366302E0,2.184244537E1,-4.619803238E1,5.114468666E1
8.225054208E0,-2.346954346E0,2.176617432E1,-4.611910629E1,5.105141040E1
8.235094208E0,-2.229671478E0,2.177286911E1,-4.612182236E1,5.105146190E1
8.245134208E0,-2.348506927E0,2.182971573E1,-4.623317337E1,5.118162066E1
8.255174208E0,-2.209362030E0,2.192476273E1,-4.633125687E1,5.130459886E1
8.265214208E0,-2.288318634E0,2.195380020E1,-4.647511673E1,5.145038601E1
8.275254208E0,-2.452491760E0,2.202752686E1,-4.610541153E1,5.115599308E1
8.285294208E0,-2.387046814E0,2.201218033E1,-4.644239426E1,5.145026783E1
8.295334208E0,-2.372119904E0,2.192046356E1,-4.646608353E1,5.143180528E1
8.305374208E0,-2.545932770E0,2.179501343E1,-4.617646408E1,5.112504493E1
8.315414208E0,-2.458797455E0,2.165971375E1,-4.646927261E1,5.132818116E1
8.325454208E0,-2.564861298E0,2.180561829E1,-4.627914047E1,5.122325981E1
8.335494208E0,-2.283756256E0,2.189274216E1,-4.649293900E1,5.144026709E1
8.345534208E0,-2.116325378E0,2.190866470E1,-4.615333939E1,5.113315127E1
8.355574208E0,-2.169391632E0,2.182468796E1,-4.630229568E1,5.123403020E1
8.365614208E0,-2.446315765E0,2.191521072E1,-4.643243027E1,5.140264101E1
8.375654208E0,-2.329006195E0,2.203612900E1,-4.626172256E1,5.129485574E1
8.385695208E0,-2.148361206E0,2.198099899E1,-4.633732224E1,5.133154200E1
8.395735208E0,-2.065692902E0,2.192927170E1,-4.656974411E1,5.151602771E1
8.405775208E0,-2.204563141E0,2.178088379E1,-4.647623825E1,5.137419312E1
8.415815208E0,-2.058177948E0,2.189614868E1,-4.658063889E1,5.151148748E1
8.425855208E0,-2.257080078E0,2.197547913E1,-4.621876144E1,5.122684846E1
8.435895208E0,-2.384098053E0,2.223975754E1,-4.653883743E1,5.163481508E1
8.445935208E0,-2.286003113E0,2.222912979E1,-4.619997787E1,5.132054147E1
8.455975208E0,-2.047897339E0,2.203027344E1,-4.646001053E1,5.145929857E1
8.466015208E0,-2.195690155E0,2.201710129E1,-4.596551132E1,5.101374359E1
8.476055208E0,-2.281143188E0,2.188185883E1,-4.605290604E1,5.103811825E1
8.486095208E0,-2.241802216E0,2.195396805E1,-4.630279922E1,5.129280268E1
8.496135208E0,-2.403503418E0,2.190426636E1,-4.612794113E1,5.112103937E1
8.506175208E0,-2.409999847E0,2.210358429E1,-4.624549484E1,5.131298404E1
8.516215208E0,-2.286880493E0,2.171940231E1,-4.612504959E1,5.103413033E1
8.526255208E0,-2.444889069E0,2.193389511E1,-4.613560867E1,5.114262043E1
8.536295208E0,-2.337833405E0,2.186849213E1,-4.580490494E1,5.081127561E1
8.546335208E0,-2.311698914E0,2.185646057E1,-4.574734116E1,5.075301019E1
8.556375208E0,-2.327468872E0,2.176282501E1,-4.600591660E1,5.094685491E1
8.566415208E0,-2.255290985E0,2.187293243E1,-4.612789536E1,5.110082427E1
8.576455208E0,-2.249256134E0,2.184552002E1,-4.585414505E1,5.084179891E1
8.586495208E0,-2.279407501E0,2.172516251E1,-4.560828018E1,5.056969058E1
8.596535208E0,-2.251701355E0,2.180805969E1,-4.575650406E1,5.073775015E1
8.606575208E0,-2.382434845E0,2.203174210E1,-4.616904831E1,5.121186071E1
8.616615208E0,-2.651390076E0,2.173818970E1,-4.615876389E1,5.109021672E1
8.626656208E0,-2.416015625E0,2.193978882E1,-4.651002121E1,5.148177870E1
8.636696208E0,-2.275527954E0,2.175013733E1,-4.643103409E1,5.132336142E1
8.646736208E0,-2.323471069E0,2.152065277E1,-4.656484604E1,5.134999416E1
8.656776208E0,-2.282676697E0,2.149242020E1,-4.629933548E1,5.109562804E1
8.666816208E0,-2.221061707E0,2.155176926E1,-4.625590897E1,5.107857660E1
8.676856208E0,-2.339984894E0,2.176474380E1,-4.661298752E1,5.149708931E1
8.686896208E0,-2.270610809E0,2.173608780E1,-4.628287888E1,5.118318145E1
8.696936208E0,-2.183349609E0,2.160639572E1,-4.641164017E1,5.124103526E1
8.706976208E0,-2.339164734E0,2.159481812E1,-4.614940262E1,5.100563913E1
8.717016208E0,-2.489295959E0,2.139882278E1,-4.622229385E1,5.099614358E1
8.727056208E0,-2.658596039E0,2.152696609E1,-4.613938522E1,5.098353922E1
8.737096208E0,-2.550758362E0,2.159307480E1,-4.599792862E1,5.087805701E1
8.747136208E0,-2.646659851E0,2.163558578E1,-4.639429092E1,5.125947338E1
8.757176208E0,-2.561641693E0,2.139897537E1,-4.603062057E1,5.082613684E1
8.767216208E0,-2.634693146E0,2.143693161E1,-4.633761978E1,5.112395380E1
8.777256208E0,-2.779174805E0,2.144395447E1,-4.642721176E1,5.121574941E1
8.787296208E0,-2.466758728E0,2.157967758E1,-4.643561935E1,5.126435534E1
8.797336208E0,-2.268016815E0,2.184652328E1,-4.648272324E1,5.141068021E1
8.807376208E0,-2.355598450E0,2.180990601E1,-4.618460464E1,5.112962498E1
8.817416208E0,-2.365165710E0,2.193339157E1,-4.609469223E1,5.110174485E1
8.827456208E0,-2.228546143E0,2.189532089E1,-4.645479202E1,5.140446670E1
8.837496208E0,-2.286880493E0,2.182086945E1,-4.597557449E1,5.094245396E1
8.847536208E0,-2.312545776E0,2.176565552E1,-4.607585526E1,5.101054857E1
8.857576208E0,-2.362968445E0,2.159452820E1,-4.647325516E1,5.129981202E1
8.867617208E0,-2.230464935E0,2.151202774E1,-4.640079880E1,5.119351952E1
8.877657208E0,-2.268238068E0,2.150978851E1,-4.606862259E1,5.089335804E1
8.887697208E0,-2.274772644E0,2.152639008E1,-4.593114853E1,5.077627857E1
8.897737208E0,-2.292003632E0,2.147846603E1,-4.619808578E1,5.099844031E1
8.907777208E0,-2.392562866E0,2.172465897E1,-4.596366501E1,5.089541890E1
8.917817208E0,-2.162704468E0,2.180944443E1,-4.608935928E1,5.103487235E1
8.927857208E0,-2.204906464E0,2.172352982E1,-4.636674118E1,5.125083461E1
8.937897208E0,-2.194255829E0,2.150783920E1,-4.642945480E1,5.121617107E1
8.947936542E0,-2.322238922E0,2.162125015E1,-4.645451736E1,5.129223562E1
8.957976542E0,-2.277580261E0,2.171922302E1,-4.654071426E1,5.140963047E1
8.968016542E0,-2.344848633E0,2.154795456E1,-4.646395493E1,5.127096418E1
8.978056542E0,-2.590263367E0,2.187892151E1,-4.654121017E1,5.149253262E1
8.988096542E0,-2.478816986E0,2.162352371E1,-4.655363083E1,5.139028950E1
8.998136542E0,-2.227458954E0,2.168830109E1,-4.627612686E1,5.115490098E1
9.008176542E0,-2.303806305E0,2.174205017E1,-4.670712662E1,5.157111542E1
9.018216542E0,-2.091693878E0,2.160126877E1,-4.650336075E1,5.131815036E1
9.028256542E0,-2.170166016E0,2.169624329E1,-4.661699295E1,5.146436267E1
9.038296542E0,-1.990913391E0,2.153534317E1,-4.654825211E1,5.132713235E1
9.048336542E0,-2.161949158E0,2.157348251E1,-4.656713486E1,5.136718039E1
9.058376542E0,-2.111557007E0,2.128797913E1,-4.640358353E1,5.109725328E1
9.068416542E0,-2.194595337E0,2.146867371E1,-4.653731918E1,5.129758548E1
9.078456542E0,-2.179180145E0,2.141165161E1,-4.641714859E1,5.116404337E1
9.088496542E0,-2.506050110E0,2.146322250E1,-4.679243851E1,5.154107594E1
9.098536542E0,-2.341659546E0,2.136595535E1,-4.675296402E1,5.145704094E1
9.108577542E0,-2.368774414E0,2.149175262E1,-4.671908951E1,5.147989751E1
9.118617542E0,-2.180343628E0,2.169908905E1,-4.666226578E1,5.150700352E1
9.128657542E0,-2.219978333E0,2.172263336E1,-4.657391739E1,5.143861278E1
9.138697542E0,-2.191429138E0,2.176651382E1,-4.680739212E1,5.166735374E1
9.148737542E0,-2.248207092E0,2.173894119E1,-4.651820755E1,5.139629980E1
9.158777542E0,-2.105800629E0,2.183507919E1,-4.669316483E1,5.158930821E1
9.168817542E0,-2.309856415E0,2.184905624E1,-4.686805344E1,5.176225583E1
9.178857542E0,-2.027877808E0,2.189394760E1,-4.673212814E1,5.164638449E1
9.188897542E0,-2.053726196E0,2.187034225E1,-4.675830460E1,5.166109475E1
9.198937542E0,-2.084552765E0,2.192095566E1,-4.691155624E1,5.182246392E1
9.208977542E0,-2.005355835E0,2.212397766E1,-4.672127914E1,5.173364248E1
9.219017542E0,-2.363006592E0,2.206650925E1,-4.676259995E1,5.176152417E1
9.229057542E0,-2.264381409E0,2.189368057E1,-4.651501083E1,5.145976006E1
9.239097542E0,-2.245620728E0,2.189047241E1,-4.625833511E1,5.122566898E1
9.249137542E0,-2.367759705E0,2.184180069E1,-4.617234421E1,5.113272839E1
9.259177542E0,-2.212505341E0,2.183875656E1,-4.589947891E1,5.087817442E1
9.269217542E0,-2.230049133E0,2.183087921E1,-4.600475693E1,5.097056078E1
9.279257542E0,-2.000186920E0,2.182503510E1,-4.620213699E1,5.113678096E1
9.289297542E0,-1.973407745E0,2.186842346E1,-4.624975967E1,5.119729048E1
9.299337542E0,-1.918476105E0,2.176138306E1,-4.662348557E1,5.148774368E1
9.309377542E0,-1.955760956E0,2.180944824E1,-4.670653152E1,5.158465974E1
9.319417542E0,-2.280818939E0,2.179070663E1,-4.614728165E1,5.108432865E1
9.329457542E0,-2.222724915E0,2.181493378E1,-4.637971878E1,5.130214572E1
9.339497542E0,-2.338809967E0,2.165895081E1,-4.659273911E1,5.143406964E1
9.349538542E0,-2.264907837E0,2.164204407E1,-4.681160355E1,5.162203120E1
9.359578542E0,-2.385299683E0,2.161054230E1,-4.664274216E1,5.146115612E1
9.369618542E0,-2.377460480E0,2.170179749E1,-4.644314194E1,5.131847392E1
9.379658542E0,-2.448585510E0,2.166053772E1,-4.642487717E1,5.128785124E1
9.389698542E0,-2.367126465E0,2.156845474E1,-4.657899857E1,5.138486776E1
9.399738542E0,-2.285877228E0,2.158927155E1,-4.657412338E1,5.138551206E1
9.409778542E0,-2.278079987E0,2.168000412E1,-4.678161240E1,5.161135035E1
9.419818542E0,-2.406112671E0,2.172486496E1,-4.645918655E1,5.134408584E1
9.429858542E0,-2.049541473E0,2.173161697E1,-4.589622879E1,5.082251090E1
9.439898542E0,-2.021141052E0,2.181845474E1,-4.614021683E1,5.107885656E1
9.449938542E0,-1.948368073E0,2.181686020E1,-4.603223801E1,5.097782325E1
9.459978542E0,-2.174434662E0,2.182350159E1,-4.623485947E1,5.117280154E1
9.470018542E0,-2.092842102E0,2.166702271E1,-4.640861130E1,5.126011182E1
9.480058542E0,-2.054466248E0,2.173915863E1,-4.627123642E1,5.116482355E1
9.490098542E0,-2.006320953E0,2.185507202E1,-4.642846298E1,5.135437344E1
9.500138542E0,-2.152484894E0,2.184708405E1,-4.612074661E1,5.107887568E1
9.510178542E0,-2.146228790E0,2.161201477E1,-4.602534866E1,5.089222141E1
9.520218542E0,-2.074691772E0,2.184827042E1,-4.613740921E1,5.109121054E1
9.530258542E0,-1.946090698E0,2.194992065E1,-4.613943100E1,5.113153018E1
9.540298542E0,-2.074298859E0,2.190853119E1,-4.628184891E1,5.124739986E1
9.550338542E0,-2.090450287E0,2.169380951E1,-4.627123642E1,5.114702996E1
9.560378542E0,-2.254093170E0,2.171132660E1,-4.601436996E1,5.092921443E1
9.570418542E0,-2.242900848E0,2.197960663E1,-4.614641953E1,5.116273787E1
9.580458542E0,-2.025543213E0,2.197066498E1,-4.608395004E1,5.109347704E1
9.590499542E0,-2.099063873E0,2.178680420E1,-4.610348892E1,5.103530736E1
9.600539542E0,-1.899288177E0,2.189858627E1,-4.656227493E1,5.148981281E1
9.610579542E0,-2.055500031E0,2.205738831E1,-4.650648117E1,5.151316579E1
9.620619542E0,-1.708129883E0,2.210523605E1,-4.648767471E1,5.150401022E1
9.630659542E0,-1.928153992E0,2.227490997E1,-4.640821457E1,5.151321939E1
9.640699542E0,-2.023075104E0,2.205926132E1,-4.640481949E1,5.142092098E1
9.650739542E0,-1.961845398E0,2.201234818E1,-4.652215958E1,5.150440410E1
9.660779542E0,-1.937629700E0,2.198374939E1,-4.644972610E1,5.142583690E1
9.670819542E0,-2.214321136E0,2.216350555E1,-4.609571457E1,5.119510815E1
9.680859542E0,-2.248653412E0,2.203539276E1,-4.636207199E1,5.138148203E1
9.690899542E0,-2.052791595E0,2.194928360E1,-4.642192459E1,5.139046688E1
9.700939542E0,-2.157608032E0,2.197912979E1,-4.644082260E1,5.142457995E1
9.710979542E0,-2.088390350E0,2.204985428E1,-4.670431137E1,5.168994243E1
9.721019542E0,-2.212146759E0,2.203367615E1,-4.613686752E1,5.117603954E1
9.731059542E0,-2.297115326E0,2.181904984E1,-4.646407700E1,5.138344213E1
9.741099542E0,-2.183254242E0,2.181812286E1,-4.617221451E1,5.111428838E1
9.751139542E0,-2.033676147E0,2.178625488E1,-4.616627121E1,5.108915088E1
9.761179542E0,-2.344432831E0,2.175083542E1,-4.603036880E1,5.096459613E1
9.771219542E0,-2.277477264E0,2.191286850E1,-4.603828812E1,5.103807090E1
9.781259542E0,-2.216720581E0,2.193884277E1,-4.626256180E1,5.124891508E1
9.791299542E0,-2.107646942E0,2.197960663E1,-4.637800217E1,5.136598454E1
9.801339542E0,-1.960742950E0,2.186549759E1,-4.638943863E1,5.132177427E1
9.811379542E0,-2.018268585E0,2.185089111E1,-4.582789230E1,5.081073276E1
9.821419542E0,-2.026321411E0,2.169620514E1,-4.621244431E1,5.109228224E1
9.831460542E0,-1.989360809E0,2.181222916E1,-4.642002487E1,5.132786384E1
9.841500542E0,-2.108753204E0,2.179164124E1,-4.655080032E1,5.144219551E1
9.851540542E0,-1.855094910E0,2.168300629E1,-4.611854172E1,5.099523535E1
9.861580542E0,-1.993473053E0,2.182627487E1,-4.594356155E1,5.090354661E1
9.871620542E0,-2.057426453E0,2.176397324E1,-4.605527878E1,5.098031226E1
9.881660542E0,-1.888156891E0,2.153120422E1,-4.593725204E1,5.076799205E1
9.891700542E0,-1.906677246E0,2.166750336E1,-4.619592667E1,5.106054994E1
9.901740542E0,-2.003654480E0,2.176208878E1,-4.610359573E1,5.102102193E1
9.911780542E0,-2.191009521E0,2.183257294E1,-4.618385696E1,5.113130556E1
9.921820542E0,-2.041076660E0,2.185510254E1,-4.605993271E1,5.102282726E1
9.931860542E0,-2.025203705E0,2.167179489E1,-4.580578995E1,5.071428336E1
9.941900417E0,-2.306880951E0,2.163772202E1,-4.583716965E1,5.074011071E1
9.951940417E0,-2.222621918E0,2.172311401E1,-4.577804947E1,5.071945922E1
9.961980417E0,-2.099426270E0,2.177425766E1,-4.603526688E1,5.096834001E1
9.972020417E0,-1.951721191E0,2.162463760E1,-4.585181808E1,5.073286301E1
9.982060417E0,-2.032138824E0,2.165845490E1,-4.602631760E1,5.090815424E1
9.992100417E0,-2.225337982E0,2.185596466E1,-4.627634048E1,5.122631169E1
1.000214042E1,-1.987327576E0,2.190339279E1,-4.644192123E1,5.138638083E1
1.001218042E1,-2.068908691E0,2.186462402E1,-4.623487473E1,5.118599230E1
1.002222042E1,-1.982780457E0,2.180136871E1,-4.619633865E1,5.112076683E1
1.003226042E1,-2.045398712E0,2.152536774E1,-4.603693008E1,5.086181322E1
1.004230042E1,-1.851886749E0,2.147693253E1,-4.610921860E1,5.089939248E1
1.005234042E1,-1.919082642E0,2.177681732E1,-4.607191086E1,5.099542745E1
1.006238042E1,-2.151363373E0,2.174530029E1,-4.631565475E1,5.121158389E1
1.007242142E1,-2.087387085E0,2.189632416E1,-4.666899490E1,5.159264756E1
1.008246142E1,-2.229011536E0,2.179337311E1,-4.675528336E1,5.163309138E1
1.009250142E1,-2.377704620E0,2.200867844E1,-4.668928909E1,5.167131817E1
1.010254142E1,-2.063396454E0,2.181127930E1,-4.639748764E1,5.131000262E1
1.011258142E1,-1.913925171E0,2.187638474E1,-4.643090439E1,5.136212808E1
1.012262142E1,-1.992038727E0,2.167234802E1,-4.612504196E1,5.100174882E1
1.013266142E1,-1.999176025E0,2.163444901E1,-4.612423325E1,5.098520355E1
1.014270142E1,-2.152557373E0,2.158923340E1,-4.632264328E1,5.115188933E1
1.015274142E1,-1.960784912E0,2.158865738E1,-4.616749191E1,5.100345199E1
1.016278142E1,-1.972476959E0,2.174555206E1,-4.649058151E1,5.136276734E1
1.017282142E1,-1.947292328E0,2.189317703E1,-4.671646500E1,5.162878315E1
1.018286142E1,-2.156127930E0,2.182872772E1,-4.614535904E1,5.109340860E1
1.019290142E1,-2.131240845E0,2.159204483E1,-4.575571060E1,5.063934873E1
1.020294142E1,-2.071804047E0,2.177533340E1,-4.602526474E1,5.095863530E1
1.021298142E1,-1.991508484E0,2.181793976E1,-4.590380478E1,5.086401375E1
1.022302142E1,-2.088558197E0,2.168610382E1,-4.615018082E1,5.103418818E1
1.023306142E1,-2.140686035E0,2.174563599E1,-4.624960709E1,5.115155302E1
1.024310142E1,-2.190952301E0,2.183580399E1,-4.639066696E1,5.131955367E1
1.025314142E1,-2.130649567E0,2.156687927E1,-4.608065414E1,5.092245708E1
1.026318142E1,-2.354293823E0,2.170124817E1,-4.608204269E1,5.099060237E1
1.027322142E1,-2.206851959E0,2.168707275E1,-4.613235092E1,5.102345658E1
1.028326142E1,-2.037616730E0,2.178360748E1,-4.634776688E1,5.125224806E1
1.029330142E1,-2.037155151E0,2.160787964E1,-4.603293228E1,5.089284152E1
1.030334142E1,-2.211483002E0,2.174568558E1,-4.637237167E1,5.126560595E1
1.031338242E1,-2.034351349E0,2.163926697E1,-4.617180252E1,5.103167456E1
1.032342242E1,-1.981155396E0,2.170818329E1,-4.599066544E1,5.089510296E1
1.033346242E1,-1.935066223E0,2.187841415E1,-4.603927994E1,5.101004592E1
1.034350242E1,-2.156623840E0,2.174690247E1,-4.628195572E1,5.118201069E1
1.035354242E1,-2.269161224E0,2.191621399E1,-4.582250595E1,5.084458260E1
1.036358242E1,-2.163093567E0,2.182898712E1,-4.591426468E1,5.088519778E1
1.037362242E1,-2.002208710E0,2.180444336E1,-4.561509323E1,5.059821460E1
1.038366242E1,-2.221076965E0,2.173055649E1,-4.612934494E1,5.103985436E1
1.039370242E1,-2.169178009E0,2.181658936E1,-4.589090347E1,5.085905943E1
1.040374242E1,-2.197689056E0,2.180259705E1,-4.591166306E1,5.087301721E1
1.041378242E1,-2.254009247E0,2.194011688E1,-4.604243088E1,5.105247034E1
1.042382242E1,-2.393508911E0,2.182028961E1,-4.605183792E1,5.101593574E1
1.043386242E1,-1.930320740E0,2.187145996E1,-4.580420303E1,5.079480204E1
1.044390242E1,-1.993255615E0,2.199550247E1,-4.580180740E1,5.084860626E1
1.045394242E1,-2.137859344E0,2.189747620E1,-4.588531876E1,5.088744819E1
1.046398242E1,-2.177181244E0,2.171862030E1,-4.624649429E1,5.113879956E1
1.047402242E1,-2.384937286E0,2.194064713E1,-4.601418686E1,5.103317856E1
1.048406242E1,-2.196678162E0,2.206544876E1,-4.614461899E1,5.119604756E1
1.049410242E1,-2.055255890E0,2.198856735E1,-4.627301407E1,5.127292660E1
1.050414242E1,-1.946498871E0,2.184464645E1,-4.611668015E1,5.106589492E1
1.051418242E1,-2.151111603E0,2.207335281E1,-4.606815720E1,5.112861521E1
1.052422242E1,-2.245685577E0,2.188785553E1,-4.609474564E1,5.107687244E1
1.053426242E1,-2.309627533E0,2.172365570E1,-4.559556198E1,5.055894450E1
1.054430242E1,-2.282897949E0,2.203648376E1,-4.602818680E1,5.108240617E1
1.055434242E1,-2.475326538E0,2.211261368E1,-4.623205948E1,5.130787706E1
1.056438342E1,-2.177440643E0,2.174993896E1,-4.592464828E1,5.086132532E1
1.057442342E1,-2.173328400E0,2.172707367E1,-4.608262253E1,5.099408971E1
1.058446342E1,-2.149726868E0,2.184591293E1,-4.635999680E1,5.129439093E1
1.059450342E1,-2.239471436E0,2.191536713E1,-4.614524460E1,5.113396276E1
1.060454342E1,-2.205696106E0,2.213442612E1,-4.599069595E1,5.108759173E1
1.061458342E1,-1.900085449E0,2.191248703E1,-4.612754440E1,5.110301131E1
1.062462342E1,-2.065605164E0,2.185881805E1,-4.600209427E1,5.097320206E1
1.063466342E1,-2.241455078E0,2.187582397E1,-4.623334122E1,5.119665649E1
1.064470342E1,-2.129074097E0,2.178014755E1,-4.604413986E1,5.098010003E1
1.065474342E1,-2.001762390E0,2.187040710E1,-4.561776352E1,5.062906387E1
1.066478342E1,-2.225044250E0,2.166896439E1,-4.600194931E1,5.089866580E1
1.067482342E1,-1.979625702E0,2.163772202E1,-4.594404984E1,5.082288507E1
1.068486342E1,-1.980522156E0,2.181251526E1,-4.610847092E1,5.104605156E1
1.069490342E1,-2.102752686E0,2.180062866E1,-4.640324783E1,5.131228302E1
1.070494342E1,-2.004878998E0,2.179974747E1,-4.601647568E1,5.095845919E1
1.071498342E1,-1.934123993E0,2.168723679E1,-4.599817276E1,5.089114827E1
1.072502342E1,-1.957794189E0,2.169927216E1,-4.618587875E1,5.106688522E1
1.073506342E1,-2.183296204E0,2.166542816E1,-4.598321152E1,5.087841685E1
1.074510342E1,-1.968593597E0,2.171923065E1,-4.602456284E1,5.092995901E1
1.075514342E1,-1.972122192E0,2.180237579E1,-4.607326126E1,5.100958988E1
1.076518342E1,-2.100711823E0,2.158642197E1,-4.602273941E1,5.087709845E1
1.077522342E1,-1.969684601E0,2.160038757E1,-4.577370834E1,5.065262852E1
1.078526342E1,-1.932632446E0,2.163490677E1,-4.562675858E1,5.053321044E1
1.079530442E1,-2.289150238E0,2.188729477E1,-4.601734543E1,5.100872437E1
1.080534442E1,-2.297996521E0,2.159190369E1,-4.609557724E1,5.095383532E1
1.081538442E1,-1.991535187E0,2.190993118E1,-4.615259933E1,5.112801309E1
1.082542442E1,-2.037250519E0,2.168502808E1,-4.606973648E1,5.095891926E1
1.083546442E1,-2.138820648E0,2.185290909E1,-4.601671982E1,5.098688745E1
1.084550442E1,-2.150154114E0,2.200518799E1,-4.611213303E1,5.113883332E1
1.085554442E1,-2.112533569E0,2.194242477E1,-4.598976517E1,5.099991474E1
1.086558442E1,-1.855308533E0,2.163957596E1,-4.637746048E1,5.121115365E1
1.087562442E1,-2.123649597E0,2.183351135E1,-4.582041550E1,5.080081281E1
1.088566442E1,-2.208667755E0,2.161180115E1,-4.590748215E1,5.078823761E1
1.089570442E1,-2.177848816E0,2.154172134E1,-4.570933151E1,5.057797714E1
1.090574442E1,-2.286163330E0,2.166674042E1,-4.553799057E1,5.048150917E1
1.091578442E1,-2.058479309E0,2.151322556E1,-4.590346909E1,5.073642365E1
1.092582442E1,-2.137187958E0,2.173918152E1,-4.603509140E1,5.095477628E1
1.093586442E1,-2.071434021E0,2.182474518E1,-4.608803177E1,5.103642830E1
1.094590454E1,-2.107341766E0,2.162524033E1,-4.630625534E1,5.115037822E1
1.095594454E1,-2.052635193E0,2.178770828E1,-4.617942429E1,5.110241453E1
1.096598454E1,-2.198348999E0,2.143625641E1,-4.597019577E1,5.077011647E1
1.097602454E1,-2.124271393E0,2.143903732E1,-4.597935104E1,5.077642733E1
1.098606454E1,-2.200103760E0,2.163485336E1,-4.598003006E1,5.086325295E1
1.099610454E1,-2.177574158E0,2.187540436E1,-4.613327408E1,5.110336703E1
1.100614454E1,-2.224006653E0,2.182164001E1,-4.600407028E1,5.096572045E1
1.101618454E1,-1.965770721E0,2.168128586E1,-4.591884995E1,5.081813841E1
1.102622454E1,-2.090553284E0,2.171395111E1,-4.612141037E1,5.102009977E1
1.103626454E1,-2.176807404E0,2.157817459E1,-4.646849442E1,5.128037717E1
1.104630554E1,-2.144222260E0,2.154208755E1,-4.618835068E1,5.101002807E1
1.105634554E1,-2.077026367E0,2.154827881E1,-4.622138596E1,5.103977741E1
