"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.101906271E1,3.843822479E0,2.328545380E1,-4.891433716E1,5.431021736E1
1.102910371E1,3.844882965E0,2.340772247E1,-4.913997650E1,5.456594072E1
1.103914471E1,3.816062927E0,2.331377792E1,-4.877089691E1,5.419128124E1
1.104918671E1,3.854873657E0,2.322488403E1,-4.919100952E1,5.453449099E1
1.105922771E1,3.858924866E0,2.337223053E1,-4.954174805E1,5.491390772E1
1.106926871E1,3.976245880E0,2.334672928E1,-4.937595367E1,5.476189460E1
1.107930971E1,3.791347504E0,2.331470108E1,-4.901097870E1,5.440611763E1
1.108935071E1,3.773971558E0,2.336958694E1,-4.874959564E1,5.419320558E1
1.109939271E1,4.047657013E0,2.348476028E1,-4.892269135E1,5.441826184E1
1.110943371E1,4.118335724E0,2.319332504E1,-4.851976776E1,5.393569207E1
1.111947471E1,4.097866058E0,2.347699356E1,-4.889682007E1,5.439541107E1
1.112951571E1,4.171760559E0,2.345858002E1,-4.918836212E1,5.465531567E1
1.113955771E1,4.096775055E0,2.338539505E1,-4.910938263E1,5.454715144E1
1.114959871E1,3.821208954E0,2.334830093E1,-4.935386658E1,5.473160824E1
1.115963971E1,3.931976318E0,2.331410217E1,-4.926457977E1,5.464436493E1
1.116968071E1,4.031333923E0,2.349683762E1,-4.928279877E1,5.474620796E1
1.117972271E1,3.869270325E0,2.348590469E1,-4.905597687E1,5.452566220E1
1.118976371E1,3.815109253E0,2.337714767E1,-4.883015442E1,5.427181656E1
1.119980471E1,3.789390564E0,2.334081268E1,-4.878235626E1,5.421135767E1
1.120984571E1,3.678073883E0,2.347675705E1,-4.842461395E1,5.394098243E1
1.121988671E1,4.041519165E0,2.339270782E1,-4.862163544E1,5.410744948E1
1.122992871E1,4.038177490E0,2.337864685E1,-4.876422882E1,5.422930959E1
1.123996971E1,3.820152283E0,2.324945831E1,-4.887080383E1,5.425390624E1
1.125001071E1,3.802047729E0,2.321442795E1,-4.925157166E1,5.458097235E1
1.126005171E1,3.888927460E0,2.307973099E1,-4.917878723E1,5.446421626E1
1.127009371E1,3.939121246E0,2.329267883E1,-4.905964661E1,5.445102835E1
1.128013471E1,4.107059479E0,2.336972809E1,-4.899285889E1,5.443631463E1
1.129017571E1,3.886413574E0,2.327851105E1,-4.860754395E1,5.403412455E1
1.130021671E1,4.221042633E0,2.337601089E1,-4.885350800E1,5.432237412E1
1.131025871E1,3.916320801E0,2.323620987E1,-4.901481628E1,5.438484378E1
1.132029971E1,4.104892731E0,2.330624771E1,-4.893539429E1,5.435719033E1
1.133034071E1,4.075786591E0,2.338651276E1,-4.867816162E1,5.415814282E1
1.134038171E1,4.093986511E0,2.340723801E1,-4.909397888E1,5.454244475E1
1.135042271E1,3.828231812E0,2.342781067E1,-4.872574615E1,5.420070119E1
1.136046471E1,3.892768860E0,2.342301178E1,-4.852470398E1,5.402256960E1
1.137050571E1,4.036430359E0,2.348860168E1,-4.877322388E1,5.428475427E1
1.138054671E1,3.847522736E0,2.347287369E1,-4.873538208E1,5.423021941E1
1.139058771E1,4.049423218E0,2.355495071E1,-4.892197418E1,5.444807700E1
1.140062971E1,3.777889252E0,2.362521744E1,-4.900491333E1,5.453352067E1
1.141067071E1,4.110610962E0,2.336374664E1,-4.875712585E1,5.422194299E1
1.142071171E1,3.868537903E0,2.351898193E1,-4.926498413E1,5.472793398E1
1.143075271E1,4.020561218E0,2.346296310E1,-4.888191223E1,5.437018387E1
1.144079471E1,3.855365753E0,2.310071945E1,-4.919105530E1,5.448180435E1
1.145083571E1,3.959873199E0,2.325208664E1,-4.892613220E1,5.431488324E1
1.146087671E1,4.099311829E0,2.338864136E1,-4.862802124E1,5.411577729E1
1.147091771E1,4.097351074E0,2.325545883E1,-4.915077972E1,5.452892626E1
1.148095871E1,4.237915039E0,2.347146988E1,-4.921710205E1,5.469179972E1
1.149100071E1,3.973449707E0,2.338939667E1,-4.907435608E1,5.450820675E1
1.150104171E1,4.010433197E0,2.350939178E1,-4.935244751E1,5.481276450E1
1.151108271E1,3.868373871E0,2.322692871E1,-4.942108154E1,5.474392966E1
1.152112371E1,3.973453522E0,2.300991058E1,-4.888509369E1,5.417560985E1
1.153116571E1,4.196681976E0,2.291558456E1,-4.866063690E1,5.394991881E1
1.154120671E1,4.186981201E0,2.317106628E1,-4.854676056E1,5.395569558E1
1.155124771E1,4.050792694E0,2.326872253E1,-4.867477417E1,5.410245845E1
1.156128871E1,3.907882690E0,2.323440552E1,-4.881636810E1,5.420467638E1
1.157133071E1,3.952999115E0,2.327703476E1,-4.884206390E1,5.424936641E1
1.158137171E1,3.915233612E0,2.307688522E1,-4.883904266E1,5.415832137E1
1.159141271E1,3.748310089E0,2.312534714E1,-4.878800964E1,5.412117325E1
1.160145371E1,3.872402191E0,2.304268646E1,-4.882482147E1,5.412784949E1
1.161149471E1,3.964504242E0,2.341563034E1,-4.874243927E1,5.422023999E1
1.162153671E1,4.021358490E0,2.342693329E1,-4.879530334E1,5.427682890E1
1.163157771E1,3.839401245E0,2.320427704E1,-4.881369019E1,5.418446110E1
1.164161871E1,3.891788483E0,2.319328308E1,-4.868785858E1,5.407015786E1
1.165165971E1,4.022407532E0,2.322851181E1,-4.887603760E1,5.426426609E1
1.166170171E1,3.876205444E0,2.332642365E1,-4.848021698E1,5.393958145E1
1.167174271E1,4.033996582E0,2.349272537E1,-4.883337402E1,5.434040571E1
1.168178371E1,3.980171204E0,2.362516785E1,-4.900244904E1,5.454567196E1
1.169182471E1,3.848911285E0,2.350453949E1,-4.896202850E1,5.444775229E1
1.170186671E1,4.095905304E0,2.354099655E1,-4.946252441E1,5.493174201E1
1.171190771E1,4.042304993E0,2.358126068E1,-4.898123169E1,5.451217426E1
1.172194871E1,3.909988403E0,2.356554031E1,-4.859104156E1,5.414528622E1
1.173198971E1,3.950454712E0,2.362864685E1,-4.873238373E1,5.430252543E1
1.174203071E1,3.948303223E0,2.360483170E1,-4.914263153E1,5.466054712E1
1.175207271E1,3.955081940E0,2.332902908E1,-4.882391357E1,5.425551408E1
1.176211371E1,3.903709412E0,2.347994232E1,-4.858494568E1,5.410215879E1
1.177215433E1,4.023822784E0,2.374210739E1,-4.851180267E1,5.415970653E1
1.178219533E1,4.073879242E0,2.380867767E1,-4.856881714E1,5.424370584E1
1.179223733E1,4.028625488E0,2.369625092E1,-4.875488281E1,5.435789482E1
1.180227833E1,3.869251251E0,2.377786636E1,-4.891968536E1,5.452975014E1
1.181231933E1,4.018939972E0,2.380282211E1,-4.887008667E1,5.450698662E1
1.182236033E1,3.853843689E0,2.375671768E1,-4.901861572E1,5.460822679E1
1.183240233E1,4.013355255E0,2.353621292E1,-4.894972992E1,5.446224746E1
1.184244333E1,3.889640808E0,2.352051544E1,-4.909435272E1,5.457654644E1
1.185248433E1,3.932239532E0,2.339460754E1,-4.898913574E1,5.443074123E1
1.186252533E1,4.104743958E0,2.360539627E1,-4.919982147E1,5.472372510E1
1.187256633E1,4.129909515E0,2.361487198E1,-4.926628113E1,5.478945872E1
1.188260833E1,4.113777161E0,2.347145844E1,-4.935463715E1,5.480613772E1
1.189264933E1,4.073928833E0,2.356228638E1,-4.898355103E1,5.450840767E1
1.190269033E1,3.879547119E0,2.353373337E1,-4.897862244E1,5.447745357E1
1.191273133E1,3.708843231E0,2.339639282E1,-4.910612488E1,5.452117218E1
1.192277333E1,3.903793335E0,2.340083694E1,-4.896332550E1,5.440814292E1
1.193281433E1,3.731712341E0,2.355700302E1,-4.904621124E1,5.453795839E1
1.194285533E1,3.784954071E0,2.340083313E1,-4.877839661E1,5.423335546E1
1.195289633E1,3.926372528E0,2.349134064E1,-4.885964203E1,5.435553427E1
1.196293833E1,4.136760712E0,2.383518982E1,-4.898545074E1,5.463335472E1
1.197297933E1,3.907920837E0,2.364521027E1,-4.897577667E1,5.452517322E1
1.198302033E1,3.953731537E0,2.355019379E1,-4.898337555E1,5.449417125E1
1.199306133E1,3.779689789E0,2.367777634E1,-4.918393707E1,5.471729903E1
1.200310233E1,3.664134979E0,2.367820740E1,-4.924566650E1,5.476512631E1
1.201314433E1,3.716667175E0,2.359340286E1,-4.912984467E1,5.462786753E1
1.202318533E1,4.026939392E0,2.369987869E1,-4.894805908E1,5.453267808E1
1.203322633E1,4.113147736E0,2.362390518E1,-4.914688110E1,5.468475841E1
1.204326733E1,3.954929352E0,2.374015045E1,-4.912274170E1,5.470173637E1
1.205330933E1,3.798839569E0,2.366459656E1,-4.889398956E1,5.445242444E1
1.206335033E1,3.800262451E0,2.362310791E1,-4.858509827E1,5.415722478E1
1.207339133E1,3.820251465E0,2.376378632E1,-4.872885895E1,5.434899774E1
1.208343233E1,4.093368530E0,2.379503632E1,-4.871353149E1,5.436881063E1
1.209347433E1,4.243865967E0,2.383176422E1,-4.868817902E1,5.437372675E1
1.210351533E1,4.178565979E0,2.376477051E1,-4.893463898E1,5.456027513E1
1.211355633E1,3.803474426E0,2.365142059E1,-4.871086884E1,5.428263863E1
1.212359733E1,3.842678070E0,2.367354584E1,-4.848022461E1,5.408821614E1
1.213363933E1,3.766212463E0,2.376058578E1,-4.853344727E1,5.416867450E1
1.214368033E1,3.716594696E0,2.354265213E1,-4.883219910E1,5.433832178E1
1.215372133E1,3.983112335E0,2.354397202E1,-4.884593964E1,5.437011699E1
1.216376233E1,3.977378845E0,2.359165955E1,-4.880225372E1,5.435113532E1
1.217380433E1,3.985309601E0,2.344080353E1,-4.855194092E1,5.406149211E1
1.218384533E1,4.051151276E0,2.342151260E1,-4.871050262E1,5.420048104E1
1.219388633E1,3.871570587E0,2.344170761E1,-4.906389618E1,5.451393054E1
1.220392733E1,4.016880035E0,2.380381775E1,-4.893132019E1,5.456217701E1
1.221396833E1,3.944000244E0,2.367917252E1,-4.911264801E1,5.466544195E1
1.222401033E1,4.122016907E0,2.375903320E1,-4.868622589E1,5.433075808E1
1.223405133E1,3.907543182E0,2.368386841E1,-4.890082550E1,5.447462943E1
1.224409233E1,3.811485291E0,2.371398926E1,-4.907682037E1,5.463895135E1
1.225413333E1,3.778984070E0,2.356739044E1,-4.892061615E1,5.443279616E1
1.226417533E1,3.877265930E0,2.366952896E1,-4.866829681E1,5.425756083E1
1.227421633E1,3.956893921E0,2.375865936E1,-4.878975677E1,5.441113186E1
1.228425733E1,3.975330353E0,2.372053909E1,-4.850172424E1,5.413764384E1
1.229429833E1,3.977291107E0,2.361958694E1,-4.895861816E1,5.450366983E1
1.230434033E1,3.917354584E0,2.354257584E1,-4.900200653E1,5.450500150E1
1.231438133E1,3.838062286E0,2.346203613E1,-4.890427399E1,5.437670343E1
1.232442233E1,3.796154022E0,2.353454208E1,-4.890215302E1,5.440318029E1
1.233446333E1,3.830715179E0,2.363805389E1,-4.930691528E1,5.481426699E1
1.234450533E1,3.585163116E0,2.355784225E1,-4.889649200E1,5.439386231E1
1.235454633E1,3.628246307E0,2.366823196E1,-4.924863434E1,5.476109349E1
1.236458733E1,3.539688110E0,2.376166153E1,-4.922812653E1,5.477731640E1
1.237462833E1,3.887557983E0,2.374007034E1,-4.886038971E1,5.446137833E1
1.238466933E1,3.786094666E0,2.357290268E1,-4.900402069E1,5.451064389E1
1.239471133E1,3.818344116E0,2.364018250E1,-4.917408752E1,5.469487055E1
1.240475233E1,3.780040741E0,2.350225067E1,-4.936463928E1,5.480430737E1
1.241479333E1,3.790916443E0,2.356827927E1,-4.960951233E1,5.505396034E1
1.242483433E1,3.832675934E0,2.357267380E1,-4.935498810E1,5.482951035E1
1.243487633E1,3.987442017E0,2.354940796E1,-4.943076324E1,5.489876742E1
1.244491733E1,3.813789368E0,2.372658920E1,-4.908903503E1,5.465555219E1
1.245495833E1,4.061389923E0,2.357709885E1,-4.898236847E1,5.451281408E1
1.246499933E1,3.971088409E0,2.357109070E1,-4.903233337E1,5.454846997E1
1.247504133E1,3.971088409E0,2.357109070E1,-4.903233337E1,5.454846997E1
1.248508233E1,3.844249725E0,2.365457153E1,-4.954553986E1,5.503705597E1
1.249512333E1,3.791419983E0,2.343489075E1,-4.907669830E1,5.451688992E1
1.250516433E1,3.764320374E0,2.353180695E1,-4.898964691E1,5.447845033E1
1.251520633E1,4.009445190E0,2.342078781E1,-4.854845428E1,5.405146960E1
1.252524733E1,4.029453278E0,2.361728287E1,-4.883666992E1,5.439699323E1
1.253528833E1,4.087654114E0,2.357282257E1,-4.872027588E1,5.427754749E1
1.254532933E1,4.093391418E0,2.343149185E1,-4.871600342E1,5.421291039E1
1.255537133E1,3.769378662E0,2.348702240E1,-4.891088104E1,5.438862676E1
1.256541233E1,3.933326721E0,2.352649307E1,-4.902880859E1,5.452330701E1
1.257545333E1,4.203601837E0,2.339850235E1,-4.898667908E1,5.445048124E1
1.258549433E1,3.913845062E0,2.352459335E1,-4.868888855E1,5.421561162E1
1.259553533E1,3.852970123E0,2.345638657E1,-4.854453278E1,5.405200377E1
1.260557733E1,4.073196411E0,2.351943207E1,-4.852225494E1,5.407553826E1
1.261561833E1,3.753391266E0,2.343996048E1,-4.873678589E1,5.421064464E1
1.262565933E1,3.785362244E0,2.328983307E1,-4.887419128E1,5.427183308E1
1.263570033E1,3.734794617E0,2.344057083E1,-4.902317810E1,5.446724743E1
1.264574233E1,3.711166382E0,2.354903030E1,-4.873867798E1,5.425668913E1
1.265578333E1,3.887359619E0,2.344852829E1,-4.899259949E1,5.445383226E1
1.266582433E1,3.824188232E0,2.352121353E1,-4.883147430E1,5.433585174E1
1.267586533E1,3.861312866E0,2.338063812E1,-4.893432617E1,5.437032512E1
1.268590733E1,3.788330078E0,2.343354416E1,-4.880688477E1,5.427333081E1
1.269594833E1,3.849403381E0,2.360279083E1,-4.885431671E1,5.439350975E1
1.270598933E1,3.987388611E0,2.350374603E1,-4.872209167E1,5.424175110E1
1.271603033E1,4.043251038E0,2.373463821E1,-4.867703247E1,5.430593356E1
1.272607233E1,4.008968353E0,2.362601471E1,-4.844296265E1,5.404610095E1
1.273611333E1,3.846061707E0,2.372112274E1,-4.846823883E1,5.409855848E1
1.274615433E1,3.804901123E0,2.337399292E1,-4.829129791E1,5.378540947E1
1.275619533E1,4.022403717E0,2.335595322E1,-4.835923004E1,5.385439084E1
1.276623733E1,3.853202820E0,2.355364609E1,-4.867959595E1,5.421553723E1
1.277627825E1,3.896251678E0,2.369275284E1,-4.857475281E1,5.418518178E1
1.278631925E1,3.928337097E0,2.354644394E1,-4.862438965E1,5.416823906E1
1.279636025E1,4.111621857E0,2.353926849E1,-4.848609161E1,5.405463602E1
1.280640225E1,3.841064453E0,2.357515717E1,-4.868891144E1,5.423238800E1
1.281644325E1,3.916549683E0,2.355263519E1,-4.878089905E1,5.431060760E1
1.282648425E1,3.702224731E0,2.347114563E1,-4.883780670E1,5.431143994E1
1.283652525E1,3.692935944E0,2.371812439E1,-4.910692596E1,5.465965037E1
1.284656625E1,3.685226440E0,2.357147217E1,-4.940297699E1,5.486209374E1
1.285660825E1,3.767009735E0,2.368046951E1,-4.932949829E1,5.484846762E1
1.286664925E1,3.669891357E0,2.372413254E1,-4.860685730E1,5.421189117E1
1.287669025E1,3.637340546E0,2.371205521E1,-4.852765656E1,5.413340243E1
1.288673125E1,3.659832001E0,2.378544235E1,-4.868631744E1,5.430929151E1
1.289677325E1,4.042057037E0,2.346196365E1,-4.877644348E1,5.427654560E1
1.290681425E1,3.937545776E0,2.351351929E1,-4.926158905E1,5.472745209E1
1.291685525E1,3.988315582E0,2.357273102E1,-4.877478027E1,5.431905282E1
1.292689625E1,4.150165558E0,2.348565292E1,-4.840584564E1,5.396226144E1
1.293693825E1,4.058467865E0,2.354208374E1,-4.849034882E1,5.405566387E1
1.294697925E1,3.997680664E0,2.373903275E1,-4.863308716E1,5.426509277E1
1.295702025E1,4.156703949E0,2.376601791E1,-4.836991119E1,5.405321548E1
1.296706125E1,3.973110199E0,2.381567001E1,-4.816995239E1,5.388242809E1
1.297710325E1,3.935451508E0,2.360459137E1,-4.845623779E1,5.404323726E1
1.298714425E1,3.853137970E0,2.365676880E1,-4.842219543E1,5.402960663E1
1.299718525E1,4.099540710E0,2.378239441E1,-4.851252747E1,5.418370455E1
1.300722625E1,4.038002014E0,2.372115707E1,-4.867207336E1,5.429520678E1
1.301726825E1,4.046096802E0,2.364707565E1,-4.845923615E1,5.407266087E1
1.302730925E1,4.053157806E0,2.343094635E1,-4.859030151E1,5.409671650E1
1.303735025E1,4.077491760E0,2.363308716E1,-4.861652374E1,5.420991725E1
1.304739125E1,4.082801819E0,2.333459091E1,-4.885757446E1,5.429765176E1
1.305743325E1,4.151107788E0,2.342136765E1,-4.917070770E1,5.462188805E1
1.306747425E1,4.126285553E0,2.358570099E1,-4.899618530E1,5.453382160E1
1.307751525E1,3.966995239E0,2.374443817E1,-4.873825836E1,5.435948145E1
1.308755625E1,4.156856537E0,2.343003464E1,-4.893331909E1,5.441245902E1
1.309759825E1,3.905986786E0,2.347859573E1,-4.913412476E1,5.459545225E1
1.310763925E1,4.050712585E0,2.354071808E1,-4.883203125E1,5.436120819E1
1.311768025E1,3.856338501E0,2.340105438E1,-4.874086761E1,5.420473105E1
1.312772125E1,3.920547485E0,2.334228897E1,-4.877479553E1,5.421451675E1
1.313776225E1,3.939136505E0,2.355103683E1,-4.851395416E1,5.407191397E1
1.314780425E1,3.707614899E0,2.379434967E1,-4.872113037E1,5.434764051E1
1.315784525E1,4.053802490E0,2.345521927E1,-4.874098969E1,5.424264652E1
1.316788625E1,4.108131409E0,2.347203064E1,-4.864973450E1,5.417203737E1
1.317792725E1,4.126422882E0,2.349627686E1,-4.894895935E1,5.445275947E1
1.318796925E1,4.293422699E0,2.359940338E1,-4.925522614E1,5.478542343E1
1.319801025E1,4.168567657E0,2.372064590E1,-4.904541016E1,5.463971317E1
1.320805125E1,4.151218414E0,2.378154755E1,-4.909128571E1,5.470602298E1
1.321809225E1,4.295337677E0,2.390837860E1,-4.894899750E1,5.464489774E1
1.322813425E1,3.987327576E0,2.367033005E1,-4.885886383E1,5.443686141E1
1.323817525E1,3.928977966E0,2.350920486E1,-4.864598083E1,5.417149650E1
1.324821625E1,3.857318878E0,2.354052353E1,-4.909216309E1,5.458090906E1
1.325825725E1,4.058956146E0,2.350702667E1,-4.909190369E1,5.458086144E1
1.326829925E1,3.895908356E0,2.366310120E1,-4.887868500E1,5.444489239E1
1.327834025E1,3.798110962E0,2.382993317E1,-4.857658386E1,5.423998397E1
1.328838125E1,4.081489563E0,2.365572357E1,-4.861068726E1,5.421485710E1
1.329842225E1,4.130542755E0,2.354904556E1,-4.872328949E1,5.427317817E1
1.330846425E1,4.149108887E0,2.357380295E1,-4.866371918E1,5.423188042E1
1.331850525E1,4.121730804E0,2.374098587E1,-4.873958588E1,5.437067506E1
1.332854625E1,4.237899780E0,2.368388367E1,-4.884899902E1,5.445283138E1
1.333858725E1,4.196178436E0,2.375563812E1,-4.881165314E1,5.444736668E1
1.334862925E1,4.084053040E0,2.361716461E1,-4.862687683E1,5.421275776E1
1.335867025E1,4.107418060E0,2.356837845E1,-4.874116516E1,5.429586105E1
1.336871125E1,3.897079468E0,2.346808243E1,-4.857496643E1,5.408757237E1
1.337875225E1,3.868675232E0,2.357897949E1,-4.885140991E1,5.438193792E1
1.338879425E1,4.078037262E0,2.377439117E1,-4.908872986E1,5.469511370E1
1.339883525E1,3.743995667E0,2.351614761E1,-4.872939301E1,5.423633879E1
1.340887625E1,4.164878845E0,2.355612183E1,-4.896107483E1,5.449242094E1
1.341891725E1,4.118129730E0,2.346609116E1,-4.858418274E1,5.411135961E1
1.342895925E1,4.018512726E0,2.357571411E1,-4.888298035E1,5.441974373E1
1.343900025E1,4.107105255E0,2.356964874E1,-4.890065002E1,5.443960165E1
1.344904125E1,4.028388977E0,2.344853210E1,-4.889927673E1,5.438015116E1
1.345908225E1,4.140991211E0,2.352341843E1,-4.829898834E1,5.388219834E1
1.346912425E1,4.173347473E0,2.344824600E1,-4.856558228E1,5.409115317E1
1.347916525E1,3.982749939E0,2.336927795E1,-4.870329285E1,5.416637502E1
1.348920625E1,4.212993622E0,2.345512390E1,-4.837652588E1,5.392754777E1
1.349924725E1,3.928352356E0,2.341154861E1,-4.883043671E1,5.429497315E1
1.350928925E1,4.053607941E0,2.354183197E1,-4.905628967E1,5.456344148E1
1.351933025E1,4.356044769E0,2.363943100E1,-4.901107025E1,5.458830306E1
1.352937125E1,4.135009766E0,2.359313202E1,-4.888105011E1,5.443428372E1
1.353941225E1,4.081806183E0,2.352731705E1,-4.855245972E1,5.410671986E1
1.354945425E1,4.191619873E0,2.344864655E1,-4.877774811E1,5.428330694E1
1.355949525E1,4.130718231E0,2.361551666E1,-4.861389160E1,5.420392898E1
1.356953625E1,4.027706146E0,2.357225418E1,-4.889883423E1,5.443316611E1
1.357957725E1,3.959941864E0,2.355319595E1,-4.852686310E1,5.408595586E1
1.358961825E1,3.919666290E0,2.354854584E1,-4.852608490E1,5.408029873E1
1.359966025E1,4.323589325E0,2.338280487E1,-4.843058014E1,5.395340657E1
1.360970125E1,4.070613861E0,2.325174332E1,-4.868900299E1,5.410944905E1
1.361974225E1,4.123767853E0,2.344401932E1,-4.853897095E1,5.406162413E1
1.362978425E1,4.219684601E0,2.339662170E1,-4.860659790E1,5.410923216E1
1.363982525E1,4.181324005E0,2.358903885E1,-4.837329865E1,5.398057286E1
1.364986625E1,4.055938721E0,2.349242020E1,-4.838564301E1,5.393991931E1
1.365990725E1,4.250297546E0,2.348119736E1,-4.836093903E1,5.392784144E1
1.366994825E1,4.332927704E0,2.343021393E1,-4.812741089E1,5.370285715E1
1.367999025E1,4.000965118E0,2.352596664E1,-4.834714508E1,5.391590921E1
1.369003125E1,4.064647675E0,2.321357727E1,-4.847202301E1,5.389738904E1
1.370007225E1,4.315567017E0,2.323118591E1,-4.868901825E1,5.411961396E1
1.371011325E1,4.037940979E0,2.320052719E1,-4.855988312E1,5.396880282E1
1.372015525E1,4.258953094E0,2.320804214E1,-4.873757172E1,5.414889471E1
1.373019625E1,4.104351044E0,2.337868118E1,-4.841248322E1,5.391824332E1
1.374023725E1,3.919273376E0,2.351139832E1,-4.847552490E1,5.401872887E1
1.375027825E1,3.928031921E0,2.317454529E1,-4.872154236E1,5.409507994E1
1.376032025E1,4.193897247E0,2.321855164E1,-4.842885590E1,5.387062277E1
1.377036125E1,4.170612335E0,2.337157440E1,-4.864355469E1,5.412781087E1
1.378040221E1,4.123626709E0,2.326217270E1,-4.874383545E1,5.416728229E1
1.379044321E1,4.101902008E0,2.337483215E1,-4.876378632E1,5.423204988E1
1.380048521E1,4.230205536E0,2.335453033E1,-4.872309875E1,5.419657811E1
1.381052621E1,4.051437378E0,2.338306046E1,-4.840588379E1,5.391021468E1
1.382056721E1,4.233680725E0,2.338408661E1,-4.839202881E1,5.391222506E1
1.383060821E1,4.222007751E0,2.362911606E1,-4.879974365E1,5.438359546E1
1.384065021E1,3.863979340E0,2.360227966E1,-4.879753113E1,5.434332513E1
1.385069121E1,4.160186768E0,2.359322357E1,-4.890571594E1,5.445839150E1
1.386073221E1,4.397598267E0,2.354760361E1,-4.895583344E1,5.450231310E1
1.387077321E1,4.504062653E0,2.350996017E1,-4.920129395E1,5.471537383E1
1.388081521E1,4.525115967E0,2.337710571E1,-4.885116577E1,5.434521270E1
1.389085621E1,4.462436676E0,2.336618042E1,-4.879090118E1,5.428115480E1
1.390089721E1,4.311149597E0,2.335405731E1,-4.880960083E1,5.428052263E1
1.391093821E1,4.169487000E0,2.336246109E1,-4.916211700E1,5.459031927E1
1.392098021E1,3.991310120E0,2.344219208E1,-4.922253418E1,5.466557232E1
1.393102121E1,3.994701385E0,2.369482803E1,-4.864601898E1,5.425714402E1
1.394106221E1,4.138545990E0,2.342718887E1,-4.899942780E1,5.446930021E1
1.395110321E1,3.838108063E0,2.352472305E1,-4.922687531E1,5.469395689E1
1.396114521E1,3.974163055E0,2.351285553E1,-4.925209045E1,5.472126425E1
1.397118621E1,4.003082275E0,2.358983231E1,-4.925270844E1,5.475704652E1
1.398122721E1,4.073841095E0,2.345079422E1,-4.915604401E1,5.461549774E1
1.399126821E1,3.893188477E0,2.346366501E1,-4.880625916E1,5.429319870E1
1.400131021E1,3.835510254E0,2.368850708E1,-4.915026093E1,5.469556340E1
1.401135121E1,4.077789307E0,2.356375122E1,-4.898584747E1,5.451139321E1
1.402139221E1,3.998725891E0,2.361535263E1,-4.909246063E1,5.462366135E1
1.403143321E1,4.045593262E0,2.366727448E1,-4.917798615E1,5.472641983E1
1.404147521E1,4.084999084E0,2.346438599E1,-4.899498749E1,5.447727440E1
1.405151621E1,4.126811981E0,2.345446777E1,-4.922017670E1,5.467877495E1
1.406155721E1,4.110790253E0,2.336737061E1,-4.928224182E1,5.469617870E1
1.407159821E1,4.090358734E0,2.338698959E1,-4.892517090E1,5.438156548E1
1.408164021E1,4.114048004E0,2.343919373E1,-4.930973816E1,5.475190838E1
1.409168121E1,3.915481567E0,2.329996109E1,-4.907454681E1,5.446586388E1
1.410172221E1,4.084842682E0,2.340393448E1,-4.908794403E1,5.453490935E1
1.411176321E1,4.121757507E0,2.343846130E1,-4.887938690E1,5.436492267E1
1.412180521E1,4.318065643E0,2.334779739E1,-4.876893616E1,5.424181476E1
1.413184621E1,4.424510956E0,2.332162094E1,-4.879512787E1,5.426268335E1
1.414188721E1,4.099216461E0,2.342037201E1,-4.865603638E1,5.415466071E1
1.415192821E1,4.201484680E0,2.324885559E1,-4.860078430E1,5.403885634E1
1.416197021E1,4.255142212E0,2.342441940E1,-4.851157379E1,5.403871252E1
1.417201121E1,4.170978546E0,2.343100739E1,-4.866549683E1,5.417323832E1
1.418205221E1,4.206661224E0,2.338018036E1,-4.881811523E1,5.429122588E1
1.419209321E1,4.474498749E0,2.352523041E1,-4.844702148E1,5.404231209E1
1.420213521E1,4.535282135E0,2.346700287E1,-4.852993011E1,5.409642432E1
1.421217621E1,4.452175140E0,2.331628036E1,-4.870067596E1,5.417773189E1
1.422221721E1,4.245483398E0,2.322654724E1,-4.859777069E1,5.402999114E1
1.423225821E1,3.925502777E0,2.338556290E1,-4.876455688E1,5.422431311E1
1.424230021E1,4.186912537E0,2.321899414E1,-4.890158081E1,5.429564008E1
1.425234121E1,3.879394531E0,2.333699799E1,-4.866709137E1,5.411239192E1
1.426238221E1,4.165435791E0,2.322787857E1,-4.858696747E1,5.401461474E1
1.427242321E1,4.268768311E0,2.339155197E1,-4.893601990E1,5.440699523E1
1.428246521E1,3.906074524E0,2.353467560E1,-4.907363129E1,5.456518727E1
1.429250621E1,4.184436798E0,2.351438141E1,-4.922397614E1,5.471229725E1
1.430254721E1,4.119670868E0,2.328429031E1,-4.885356140E1,5.427522755E1
1.431258821E1,4.276699066E0,2.334451294E1,-4.888569641E1,5.434213607E1
1.432263021E1,4.168087006E0,2.321726608E1,-4.872672272E1,5.413601297E1
1.433267121E1,4.281909943E0,2.309985733E1,-4.843060303E1,5.382807326E1
1.434271221E1,4.252281189E0,2.313505173E1,-4.836182404E1,5.377897859E1
1.435275321E1,4.313163757E0,2.316593933E1,-4.814253998E1,5.360007726E1
1.436279521E1,4.357238770E0,2.312026978E1,-4.836258698E1,5.378170900E1
1.437283621E1,4.288402557E0,2.326567459E1,-4.850700378E1,5.396861520E1
1.438287721E1,4.305053711E0,2.332152176E1,-4.878930664E1,5.424779541E1
1.439291821E1,4.248783112E0,2.313671494E1,-4.859806061E1,5.399195524E1
1.440296021E1,4.226131439E0,2.326524353E1,-4.843319702E1,5.389718283E1
1.441300121E1,4.311573029E0,2.323699570E1,-4.853513336E1,5.398339376E1
1.442304221E1,4.206447601E0,2.340176773E1,-4.869425201E1,5.418917893E1
