"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.516722708E1,4.152549744E0,2.356088638E1,-4.899604034E1,5.452495764E1
2.517726808E1,4.001029968E0,2.339289856E1,-4.900678253E1,5.445090153E1
2.518730908E1,3.931480408E0,2.346018600E1,-4.900318909E1,5.447154676E1
2.519735108E1,3.827697754E0,2.353501129E1,-4.922926331E1,5.469980249E1
2.520739208E1,3.841472626E0,2.370455551E1,-4.900524902E1,5.457267902E1
2.521743308E1,3.812831879E0,2.365969467E1,-4.896621704E1,5.451613752E1
2.522747508E1,3.686603546E0,2.351731110E1,-4.907817841E1,5.454651742E1
2.523751608E1,3.841617584E0,2.364474106E1,-4.898930359E1,5.453240937E1
2.524755708E1,3.852607727E0,2.354671097E1,-4.910221100E1,5.459228250E1
2.525759908E1,3.809047699E0,2.360932541E1,-4.899076080E1,5.451608694E1
2.526764008E1,3.702381134E0,2.373210144E1,-4.900986481E1,5.457918205E1
2.527768108E1,4.009696960E0,2.324724960E1,-4.861480713E1,5.403620782E1
2.528772308E1,3.870861053E0,2.323065186E1,-4.840636444E1,5.383143013E1
2.529776408E1,3.833576202E0,2.349308777E1,-4.862191010E1,5.413604733E1
2.530780608E1,3.887016296E0,2.335564804E1,-4.898191833E1,5.440426008E1
2.531784708E1,3.818393707E0,2.357139587E1,-4.892754364E1,5.444350614E1
2.532788808E1,3.838390350E0,2.348212814E1,-4.877488708E1,5.426908137E1
2.533793008E1,4.130592346E0,2.326667404E1,-4.879258728E1,5.421361902E1
2.534797108E1,3.915039062E0,2.339893723E1,-4.890936279E1,5.435957655E1
2.535801208E1,4.108371735E0,2.335977554E1,-4.878186798E1,5.424231259E1
2.536805408E1,4.022132874E0,2.342496490E1,-4.896173859E1,5.442571432E1
2.537809508E1,3.899703979E0,2.318727875E1,-4.884877777E1,5.421310429E1
2.538813608E1,3.815780640E0,2.337390518E1,-4.881652832E1,5.425820733E1
2.539817808E1,3.826206207E0,2.344413757E1,-4.876449585E1,5.424245105E1
2.540821908E1,3.963558197E0,2.352111053E1,-4.861135101E1,5.414809213E1
2.541826008E1,4.030147552E0,2.331624603E1,-4.889959717E1,5.432365987E1
2.542830208E1,4.041763306E0,2.331828308E1,-4.869481659E1,5.414114276E1
2.543834308E1,3.923107147E0,2.340040588E1,-4.859540558E1,5.407849118E1
2.544838408E1,4.015819550E0,2.341361618E1,-4.870612335E1,5.419050361E1
2.545842608E1,3.985126495E0,2.335462189E1,-4.889143372E1,5.432947531E1
2.546846708E1,3.889041901E0,2.342280960E1,-4.891944122E1,5.437705753E1
2.547850808E1,3.847450256E0,2.344781876E1,-4.880279541E1,5.427997713E1
2.548855008E1,3.831363678E0,2.336058807E1,-4.911479187E1,5.452209830E1
2.549859108E1,3.882076263E0,2.348648071E1,-4.900842285E1,5.448404173E1
2.550863208E1,4.035949707E0,2.312596130E1,-4.901000214E1,5.434224218E1
2.551867408E1,3.752986908E0,2.311320496E1,-4.894615173E1,5.425892483E1
2.552871508E1,3.944541931E0,2.335345840E1,-4.886737823E1,5.430436526E1
2.553875608E1,3.978942871E0,2.316934967E1,-4.862419128E1,5.400891342E1
2.554879808E1,4.037277222E0,2.330509949E1,-4.876222992E1,5.419577784E1
2.555883908E1,3.997772217E0,2.327287674E1,-4.886157990E1,5.426843433E1
2.556888008E1,3.929927826E0,2.353432465E1,-4.891610718E1,5.442512573E1
2.557892208E1,3.937747955E0,2.328172684E1,-4.878358459E1,5.419762716E1
2.558896308E1,4.001201630E0,2.338415146E1,-4.866195679E1,5.413699467E1
2.559900408E1,3.873073578E0,2.338067627E1,-4.866992950E1,5.413334240E1
2.560904608E1,3.880893707E0,2.350515366E1,-4.884746552E1,5.434729498E1
2.561908708E1,3.830261230E0,2.350786591E1,-4.916325378E1,5.462889513E1
2.562912908E1,3.976799011E0,2.360272217E1,-4.897848511E1,5.451417639E1
2.563917008E1,4.089729309E0,2.340203476E1,-4.920729065E1,5.464191221E1
2.564921108E1,3.980411530E0,2.319929886E1,-4.912053680E1,5.446905800E1
2.565925308E1,3.854732513E0,2.319424438E1,-4.898319244E1,5.433401400E1
2.566929408E1,3.962028503E0,2.319334030E1,-4.853992462E1,5.394212627E1
2.567933508E1,3.883426666E0,2.317674255E1,-4.879910278E1,5.416267008E1
2.568937708E1,3.703231812E0,2.327809906E1,-4.863790131E1,5.404839743E1
2.569941808E1,3.989974976E0,2.313977814E1,-4.898468781E1,5.432190048E1
2.570945908E1,3.921401978E0,2.330796814E1,-4.899453735E1,5.439764207E1
2.571950108E1,4.016677856E0,2.315380478E1,-4.890466309E1,5.425770405E1
2.572954208E1,4.052120209E0,2.332371902E1,-4.902982330E1,5.444574474E1
2.573958308E1,3.832603455E0,2.330766296E1,-4.896764374E1,5.436695812E1
2.574962508E1,3.835262299E0,2.330736160E1,-4.889933014E1,5.430549539E1
2.575966608E1,3.928585052E0,2.304869461E1,-4.879689789E1,5.410927229E1
2.576970708E1,4.105854034E0,2.306909561E1,-4.871162415E1,5.405426474E1
2.577974908E1,4.072166443E0,2.320867920E1,-4.912974548E1,5.448813835E1
2.578979071E1,3.954586029E0,2.318129349E1,-4.895529175E1,5.431051195E1
2.579983171E1,4.258262634E0,2.334315491E1,-4.897148895E1,5.441729883E1
2.580987371E1,4.142993927E0,2.315206146E1,-4.893339539E1,5.429235243E1
2.581991471E1,4.046932220E0,2.317967606E1,-4.875823975E1,5.413908926E1
2.582995571E1,4.042808533E0,2.328819275E1,-4.911743927E1,5.450877969E1
2.583999771E1,4.132347107E0,2.336861420E1,-4.872087097E1,5.419309633E1
2.585003871E1,4.100696564E0,2.329837799E1,-4.876591492E1,5.420096482E1
2.586007971E1,4.170478821E0,2.319599533E1,-4.884243774E1,5.423127159E1
2.587012171E1,4.387100220E0,2.313606262E1,-4.879402924E1,5.417915956E1
2.588016271E1,4.161598206E0,2.324561691E1,-4.833920288E1,5.379922063E1
2.589020471E1,3.685382843E0,2.311212921E1,-4.901225281E1,5.431347428E1
2.590024571E1,3.735431671E0,2.325563812E1,-4.859588623E1,5.400313243E1
2.591028671E1,3.634227753E0,2.348489380E1,-4.880865479E1,5.428657873E1
2.592032871E1,3.615467072E0,2.337335587E1,-4.861720276E1,5.406494031E1
2.593036971E1,3.632251740E0,2.350622559E1,-4.880458832E1,5.429202276E1
2.594041071E1,3.950599670E0,2.313783646E1,-4.870616150E1,5.406715160E1
2.595045271E1,3.694145203E0,2.329333496E1,-4.883409882E1,5.423094476E1
2.596049371E1,3.612377167E0,2.338251114E1,-4.882029724E1,5.425138264E1
2.597053471E1,3.875881195E0,2.342552185E1,-4.864422607E1,5.412982782E1
2.598057671E1,4.007072449E0,2.345686340E1,-4.855812836E1,5.407562205E1
2.599061771E1,3.773880005E0,2.347627640E1,-4.886246490E1,5.434076003E1
2.600065871E1,3.817958832E0,2.355702209E1,-4.884366608E1,5.436187833E1
2.601070071E1,3.866680145E0,2.351515198E1,-4.876351166E1,5.427516612E1
2.602074171E1,3.776756287E0,2.347119522E1,-4.884226990E1,5.432060587E1
2.603078271E1,3.717914581E0,2.354764175E1,-4.888076782E1,5.438422367E1
2.604082471E1,3.847057343E0,2.354981232E1,-4.929281616E1,5.476472620E1
2.605086571E1,4.073730469E0,2.357468796E1,-4.900758362E1,5.453535041E1
2.606090671E1,3.895820618E0,2.346585083E1,-4.884418488E1,5.432842690E1
2.607094871E1,3.889690399E0,2.350368881E1,-4.877977753E1,5.428646033E1
2.608098971E1,3.895107269E0,2.352609253E1,-4.882006073E1,5.433274538E1
2.609103171E1,3.819374084E0,2.347589111E1,-4.879396820E1,5.428219243E1
2.610107271E1,3.822525024E0,2.342623520E1,-4.901420593E1,5.445909085E1
2.611111371E1,4.178287506E0,2.356907654E1,-4.916793823E1,5.468496690E1
2.612115571E1,4.283798218E0,2.342841721E1,-4.923436737E1,5.469245460E1
2.613119671E1,4.167575836E0,2.330394745E1,-4.925932312E1,5.465275445E1
2.614123771E1,3.926120758E0,2.325049973E1,-4.923653412E1,5.459154196E1
2.615127971E1,3.953079224E0,2.335236359E1,-4.891854858E1,5.435056684E1
2.616132071E1,4.069976807E0,2.353995132E1,-4.882483673E1,5.435585250E1
2.617136171E1,4.090682983E0,2.341947174E1,-4.882837677E1,5.430852347E1
2.618140371E1,4.049419403E0,2.347306824E1,-4.932521057E1,5.477553403E1
2.619144471E1,4.035350800E0,2.354845810E1,-4.883145142E1,5.436289711E1
2.620148571E1,4.133945465E0,2.353287506E1,-4.891949463E1,5.444265486E1
2.621152771E1,4.033874512E0,2.341388702E1,-4.864332581E1,5.413552803E1
2.622156871E1,4.048404694E0,2.353804398E1,-4.862601471E1,5.417488718E1
2.623160971E1,4.054809570E0,2.346837997E1,-4.879896545E1,5.430050984E1
2.624165171E1,4.015380859E0,2.337760925E1,-4.918964386E1,5.461004451E1
2.625169271E1,3.992893219E0,2.346957779E1,-4.881180573E1,5.430797967E1
2.626173471E1,3.807132721E0,2.349814606E1,-4.871514130E1,5.422012651E1
2.627177571E1,3.863891602E0,2.354697037E1,-4.870427704E1,5.423556097E1
2.628181671E1,3.838207245E0,2.342715454E1,-4.883670044E1,5.430089055E1
2.629185871E1,3.824172974E0,2.352380753E1,-4.863792419E1,5.416310081E1
2.630189971E1,3.924621582E0,2.339627457E1,-4.883645630E1,5.429353352E1
2.631194071E1,3.882495880E0,2.343310547E1,-4.851166534E1,5.401449695E1
2.632198271E1,3.911563873E0,2.335507965E1,-4.858042145E1,5.404458738E1
2.633202371E1,3.908821106E0,2.343268967E1,-4.893583679E1,5.439748110E1
2.634206471E1,3.947109222E0,2.340204239E1,-4.882935333E1,5.429126086E1
2.635210671E1,3.907444000E0,2.360375977E1,-4.922163391E1,5.472819053E1
2.636214771E1,3.611278534E0,2.354337692E1,-4.928256226E1,5.473666844E1
2.637218871E1,3.596324921E0,2.348963165E1,-4.903723907E1,5.449171647E1
2.638223071E1,3.731861115E0,2.344528961E1,-4.910130310E1,5.453940189E1
2.639227171E1,4.046772003E0,2.337498856E1,-4.887101746E1,5.432442177E1
2.640231271E1,4.160327911E0,2.333695602E1,-4.916574097E1,5.458197440E1
2.641235471E1,3.804779053E0,2.329265213E1,-4.903735352E1,5.442137472E1
2.642239571E1,3.984226227E0,2.331414413E1,-4.924909973E1,5.463421272E1
2.643243771E1,3.972610474E0,2.341880035E1,-4.887465668E1,5.434108859E1
2.644247871E1,4.083671570E0,2.339637756E1,-4.890621185E1,5.436804589E1
2.645251971E1,4.087039948E0,2.362883759E1,-4.869604492E1,5.428011286E1
2.646256171E1,3.950828552E0,2.342092896E1,-4.890868378E1,5.437102453E1
2.647260271E1,3.754009247E0,2.334948730E1,-4.916739655E1,5.455936240E1
2.648264371E1,3.903636932E0,2.334762192E1,-4.924977112E1,5.464329589E1
2.649268571E1,3.977039337E0,2.329320145E1,-4.903523254E1,5.443201361E1
2.650272671E1,3.971885681E0,2.315822601E1,-4.910695648E1,5.443870391E1
2.651276771E1,4.140510559E0,2.328318787E1,-4.919171906E1,5.458091139E1
2.652280971E1,3.972167969E0,2.320496750E1,-4.916934967E1,5.451489321E1
2.653285071E1,3.902370453E0,2.323441315E1,-4.930646515E1,5.464607904E1
2.654289171E1,3.943309784E0,2.346134186E1,-4.939208984E1,5.482301335E1
2.655293371E1,4.026634216E0,2.347851944E1,-4.902399445E1,5.450510700E1
2.656297471E1,3.960727692E0,2.348668289E1,-4.943242645E1,5.487145362E1
2.657301571E1,3.792018890E0,2.337257767E1,-4.908665466E1,5.449914183E1
2.658305771E1,3.950687408E0,2.348355103E1,-4.920021820E1,5.466028330E1
2.659309871E1,3.753181458E0,2.352420425E1,-4.888506317E1,5.438036372E1
2.660314071E1,4.134056091E0,2.345457077E1,-4.919259644E1,5.465454102E1
2.661318171E1,4.160007477E0,2.362730026E1,-4.898234558E1,5.454195778E1
2.662322271E1,4.158508301E0,2.357131577E1,-4.891213226E1,5.445453884E1
2.663326471E1,4.060604095E0,2.357933426E1,-4.896572113E1,5.449876472E1
2.664330571E1,3.944396973E0,2.367425919E1,-4.900846863E1,5.456976097E1
2.665334671E1,4.028656006E0,2.347109222E1,-4.910541534E1,5.457530628E1
2.666338871E1,3.983757019E0,2.343219757E1,-4.926835632E1,5.470200305E1
2.667342971E1,3.711986542E0,2.335890579E1,-4.919963837E1,5.458957537E1
2.668347071E1,3.777595520E0,2.324188614E1,-4.884502411E1,5.422445831E1
2.669351271E1,3.681365967E0,2.338505936E1,-4.898104095E1,5.440179987E1
2.670355371E1,4.044048309E0,2.331395340E1,-4.904711914E1,5.445653905E1
2.671359471E1,3.720935822E0,2.336436462E1,-4.910809326E1,5.451003322E1
2.672363671E1,3.775688171E0,2.348824310E1,-4.922552490E1,5.467271428E1
2.673367771E1,3.843437195E0,2.355845261E1,-4.922862244E1,5.471041917E1
2.674371971E1,3.966640472E0,2.340565491E1,-4.912207794E1,5.455765262E1
2.675376071E1,4.003463745E0,2.338056183E1,-4.893146515E1,5.437799808E1
2.676380171E1,3.879196167E0,2.348809433E1,-4.889969635E1,5.438675428E1
2.677384371E1,3.827072144E0,2.349248886E1,-4.858221436E1,5.409967713E1
2.678388471E1,3.833305359E0,2.343076324E1,-4.876605225E1,5.423857251E1
2.679392596E1,3.804416656E0,2.350555801E1,-4.888417053E1,5.437505837E1
2.680396796E1,3.927089691E0,2.344859695E1,-4.921152496E1,5.465375487E1
2.681400896E1,3.967624664E0,2.340229034E1,-4.889092255E1,5.434824327E1
2.682404996E1,3.773479462E0,2.342528915E1,-4.926005554E1,5.467665307E1
2.683409196E1,3.823139191E0,2.351195526E1,-4.889306641E1,5.438713429E1
2.684413296E1,3.953079224E0,2.341390610E1,-4.888937378E1,5.435079303E1
2.685417396E1,3.906654358E0,2.373129272E1,-4.938081360E1,5.492632296E1
2.686421596E1,3.889030457E0,2.358949661E1,-4.908022308E1,5.459356378E1
2.687425696E1,3.934215546E0,2.346426773E1,-4.873638916E1,5.423362002E1
2.688429896E1,3.782463074E0,2.316805267E1,-4.857381439E1,5.394887521E1
2.689433996E1,3.722778320E0,2.335391617E1,-4.858427429E1,5.403421312E1
2.690438096E1,3.824047089E0,2.324367523E1,-4.857776642E1,5.398787979E1
2.691442296E1,3.901695251E0,2.334150314E1,-4.882133484E1,5.425469316E1
2.692446396E1,3.808052063E0,2.353899002E1,-4.890836334E1,5.441151823E1
2.693450496E1,3.717147827E0,2.341178513E1,-4.868881989E1,5.415283975E1
2.694454696E1,3.946327209E0,2.359571457E1,-4.848954773E1,5.407002389E1
2.695458796E1,4.099658966E0,2.350304413E1,-4.874964905E1,5.427456650E1
2.696462896E1,3.977680206E0,2.328407669E1,-4.876169586E1,5.418185259E1
2.697467096E1,4.077251434E0,2.343637848E1,-4.860939789E1,5.411803192E1
2.698471196E1,3.855747223E0,2.359444046E1,-4.845282745E1,5.402999996E1
2.699475296E1,4.156032562E0,2.355649567E1,-4.851717377E1,5.409341222E1
2.700479496E1,4.126956940E0,2.356097031E1,-4.869414520E1,5.425192045E1
2.701483596E1,4.000930786E0,2.349437714E1,-4.862345123E1,5.415009893E1
2.702487796E1,3.826866150E0,2.332001495E1,-4.860286713E1,5.404356294E1
2.703491896E1,3.980449677E0,2.357243347E1,-4.898800659E1,5.450989258E1
2.704495996E1,4.082897186E0,2.362918854E1,-4.880169678E1,5.437475709E1
2.705500196E1,3.979461670E0,2.356708527E1,-4.865917206E1,5.421216329E1
2.706504296E1,3.906009674E0,2.350466537E1,-4.848429871E1,5.402271214E1
2.707508396E1,3.969024658E0,2.353618622E1,-4.850833893E1,5.406259487E1
2.708512596E1,4.190956116E0,2.375609589E1,-4.894013977E1,5.456238160E1
2.709516696E1,3.908119202E0,2.386052704E1,-4.874540710E1,5.441243295E1
2.710520796E1,3.809967041E0,2.380233002E1,-4.878361511E1,5.441422485E1
2.711524996E1,3.780647278E0,2.381513214E1,-4.885889435E1,5.448527663E1
2.712529096E1,3.634300232E0,2.356549072E1,-4.901879120E1,5.451038783E1
2.713533196E1,3.791191101E0,2.365230942E1,-4.896462250E1,5.450999108E1
2.714537396E1,3.923454285E0,2.355876541E1,-4.927742767E1,5.476014791E1
2.715541496E1,3.853202820E0,2.357667923E1,-4.920876312E1,5.470109088E1
2.716545696E1,3.710643768E0,2.346387482E1,-4.898946381E1,5.444529238E1
2.717549796E1,3.787376404E0,2.323124313E1,-4.901865387E1,5.437704759E1
2.718553896E1,3.850456238E0,2.329739761E1,-4.884357452E1,5.425209232E1
2.719558096E1,3.679233551E0,2.353002930E1,-4.873757172E1,5.424527569E1
2.720562196E1,3.870456696E0,2.327203369E1,-4.889097595E1,5.428531585E1
2.721566296E1,4.081142426E0,2.339345551E1,-4.857035828E1,5.406467596E1
2.722570496E1,3.977771759E0,2.349224091E1,-4.871942902E1,5.423366864E1
2.723574596E1,4.033813477E0,2.344106293E1,-4.836828613E1,5.390033567E1
2.724578696E1,3.916442871E0,2.334550095E1,-4.871581268E1,5.416254559E1
2.725582896E1,3.957202911E0,2.327942276E1,-4.905414581E1,5.444171379E1
2.726586996E1,4.122905731E0,2.339076614E1,-4.905012512E1,5.449808315E1
2.727591196E1,4.061428070E0,2.320524979E1,-4.875090027E1,5.414452043E1
2.728595296E1,4.154521942E0,2.337921906E1,-4.889471436E1,5.435568993E1
2.729599396E1,3.986976624E0,2.337647629E1,-4.898894501E1,5.442676142E1
2.730603596E1,3.950359344E0,2.315116501E1,-4.874370575E1,5.410665976E1
2.731607696E1,3.870468140E0,2.342462540E1,-4.851470947E1,5.401268956E1
2.732611796E1,4.027679443E0,2.348057175E1,-4.884339905E1,5.434369404E1
2.733615996E1,3.989997864E0,2.337733459E1,-4.878388977E1,5.424285904E1
2.734620096E1,4.053577423E0,2.347962189E1,-4.852157593E1,5.405615103E1
2.735624196E1,3.781524658E0,2.335407257E1,-4.844472504E1,5.391292997E1
2.736628396E1,3.779582977E0,2.364353943E1,-4.876322174E1,5.432452484E1
2.737632496E1,3.856391907E0,2.360819626E1,-4.904367828E1,5.456648302E1
2.738636696E1,4.040199280E0,2.349149704E1,-4.866438293E1,5.418852102E1
2.739640796E1,3.678512573E0,2.346448517E1,-4.872192383E1,5.420276174E1
2.740644896E1,3.705169678E0,2.349440384E1,-4.887252808E1,5.435291432E1
2.741649096E1,3.740200043E0,2.336529922E1,-4.893559265E1,5.435640286E1
2.742653196E1,3.707988739E0,2.342416000E1,-4.877378845E1,5.423396438E1
2.743657296E1,3.666881561E0,2.344313812E1,-4.895136261E1,5.439910520E1
2.744661496E1,3.926773071E0,2.337138367E1,-4.847461700E1,5.395766503E1
2.745665596E1,4.003185272E0,2.353557205E1,-4.845084381E1,5.401326606E1
2.746669696E1,4.139385223E0,2.342650986E1,-4.829593658E1,5.383710026E1
2.747673896E1,3.878322601E0,2.373108292E1,-4.867662048E1,5.429197974E1
2.748677996E1,4.098140717E0,2.351993561E1,-4.886115265E1,5.438193051E1
2.749682196E1,4.104156494E0,2.373470688E1,-4.845028687E1,5.410739976E1
2.750686296E1,3.965099335E0,2.362204742E1,-4.863837433E1,5.421636833E1
2.751690396E1,4.100208282E0,2.337971878E1,-4.868185425E1,5.416037196E1
2.752694596E1,4.067272186E0,2.339723969E1,-4.893982697E1,5.439742817E1
2.753698696E1,3.943542480E0,2.352759552E1,-4.892455292E1,5.443079236E1
2.754702796E1,4.100482941E0,2.347411346E1,-4.906718445E1,5.454756230E1
2.755706996E1,4.159622192E0,2.360115051E1,-4.860488892E1,5.419180740E1
2.756711096E1,4.190753937E0,2.393352509E1,-4.864428711E1,5.437501917E1
2.757715196E1,3.883499146E0,2.360717773E1,-4.855705261E1,5.413102405E1
2.758719396E1,3.871852875E0,2.368478394E1,-4.915959167E1,5.470489638E1
2.759723496E1,4.119583130E0,2.379711151E1,-4.894980621E1,5.458348660E1
2.760727696E1,4.080188751E0,2.366533279E1,-4.913238525E1,5.468717580E1
2.761731796E1,4.239013672E0,2.352513885E1,-4.900733948E1,5.452633050E1
2.762735896E1,4.285331726E0,2.356258774E1,-4.872179413E1,5.428971203E1
2.763740096E1,4.184955597E0,2.350307846E1,-4.889000702E1,5.440718093E1
2.764744196E1,4.104503632E0,2.358985519E1,-4.894461060E1,5.448764194E1
2.765748296E1,4.128257751E0,2.351580811E1,-4.882387543E1,5.434893333E1
2.766752496E1,4.243862152E0,2.337948227E1,-4.887929535E1,5.434883689E1
2.767756596E1,4.250915527E0,2.323145676E1,-4.860524750E1,5.403925379E1
2.768760696E1,4.209369659E0,2.339543152E1,-4.905427551E1,5.451042978E1
2.769764896E1,4.410144806E0,2.344860458E1,-4.894522858E1,5.445109581E1
2.770768996E1,4.569175720E0,2.337614059E1,-4.845223999E1,5.399019240E1
2.771773096E1,4.335895538E0,2.332800674E1,-4.845613098E1,5.395361451E1
2.772777296E1,4.205043793E0,2.313778305E1,-4.838556671E1,5.379779237E1
2.773781396E1,4.249298096E0,2.329566574E1,-4.851439667E1,5.398510221E1
2.774785596E1,4.182407379E0,2.332251358E1,-4.875106049E1,5.420422557E1
2.775789696E1,4.189140320E0,2.340377045E1,-4.873836517E1,5.422834690E1
2.776793796E1,4.296833038E0,2.337784195E1,-4.901178741E1,5.447147486E1
2.777797996E1,4.064102173E0,2.338147736E1,-4.881492615E1,5.427805657E1
2.778802025E1,4.375045776E0,2.347835541E1,-4.891297913E1,5.443210197E1
2.779806125E1,4.281986237E0,2.355132675E1,-4.851552582E1,5.409950687E1
2.780810325E1,4.246822357E0,2.356397247E1,-4.841958618E1,5.401622557E1
2.781814425E1,4.009193420E0,2.340899658E1,-4.809260559E1,5.363723954E1
2.782818525E1,4.159240723E0,2.335912323E1,-4.848438263E1,5.397854463E1
2.783822725E1,4.337356567E0,2.327111435E1,-4.849616241E1,5.396512943E1
2.784826825E1,4.331569672E0,2.329871368E1,-4.860697937E1,5.407615924E1
2.785831025E1,4.555065155E0,2.343463516E1,-4.880847931E1,5.433413656E1
2.786835125E1,4.555973053E0,2.362818527E1,-4.876589966E1,5.437978484E1
2.787839225E1,4.484752655E0,2.356147385E1,-4.838097382E1,5.399976559E1
2.788843425E1,4.292491913E0,2.340791321E1,-4.839784241E1,5.393243029E1
2.789847525E1,4.581756592E0,2.349797440E1,-4.850900269E1,5.409501489E1
2.790851625E1,4.271175385E0,2.347233200E1,-4.891508484E1,5.442314612E1
2.791855825E1,4.256538391E0,2.329409027E1,-4.891915131E1,5.434902138E1
2.792859925E1,4.382076263E0,2.340824509E1,-4.887677765E1,5.436991745E1
2.793864125E1,4.245563507E0,2.333516693E1,-4.853129578E1,5.401704819E1
2.794868225E1,4.296089172E0,2.349282455E1,-4.844970703E1,5.401613925E1
2.795872325E1,4.161674500E0,2.354617691E1,-4.865023041E1,5.420873454E1
2.796876525E1,4.130065918E0,2.345529938E1,-4.882588959E1,5.432472740E1
2.797880625E1,4.184558868E0,2.345520782E1,-4.894157410E1,5.443284837E1
2.798884725E1,4.371166229E0,2.337210083E1,-4.910726166E1,5.456084071E1
2.799888925E1,4.646591187E0,2.352505875E1,-4.881319427E1,5.438517384E1
2.800893025E1,4.243385315E0,2.345735931E1,-4.892668915E1,5.442494773E1
2.801897125E1,4.531932831E0,2.353252411E1,-4.886981964E1,5.442956345E1
2.802901325E1,4.228984833E0,2.338286209E1,-4.886913300E1,5.433999183E1
2.803905425E1,4.290870667E0,2.336457825E1,-4.927008820E1,5.469786722E1
2.804909625E1,4.179008484E0,2.324032593E1,-4.883138275E1,5.424095134E1
2.805913725E1,4.193729401E0,2.317727661E1,-4.892641449E1,5.430071410E1
2.806917825E1,4.137325287E0,2.335822296E1,-4.881729889E1,5.427571014E1
2.807922025E1,4.350769043E0,2.342247009E1,-4.874314880E1,5.425344092E1
2.808926125E1,4.299583435E0,2.341405487E1,-4.884267426E1,5.433517472E1
2.809930225E1,3.950679779E0,2.356508636E1,-4.897056580E1,5.448887483E1
2.810934425E1,4.146503448E0,2.353573227E1,-4.890114594E1,5.442835895E1
2.811938525E1,4.402950287E0,2.348237991E1,-4.889823914E1,5.442284381E1
2.812942625E1,4.500541687E0,2.339340210E1,-4.910155487E1,5.457535000E1
2.813946825E1,4.284606934E0,2.352746582E1,-4.887202454E1,5.440932169E1
2.814950925E1,4.424190521E0,2.358937454E1,-4.902326202E1,5.458307680E1
2.815955125E1,4.353950500E0,2.343795776E1,-4.884962463E1,5.435605372E1
2.816959225E1,4.215606689E0,2.340551758E1,-4.879222107E1,5.427955812E1
2.817963325E1,4.158252716E0,2.343587875E1,-4.889097595E1,5.437700808E1
2.818967525E1,4.266220093E0,2.346903610E1,-4.872331238E1,5.424903187E1
2.819971625E1,4.093200684E0,2.364208221E1,-4.858531952E1,5.418704288E1
2.820975725E1,4.081062317E0,2.341032028E1,-4.847000122E1,5.398184124E1
2.821979925E1,4.114776611E0,2.315859222E1,-4.846842194E1,5.387429540E1
2.822984025E1,4.079376221E0,2.320209122E1,-4.814749146E1,5.360185893E1
2.823988225E1,4.333206177E0,2.345626831E1,-4.878571320E1,5.430487097E1
2.824992325E1,4.246433258E0,2.351422501E1,-4.884746552E1,5.437854228E1
2.825996425E1,4.283630371E0,2.349464035E1,-4.895173645E1,5.446668813E1
2.827000625E1,4.118045807E0,2.341443634E1,-4.867975616E1,5.417483540E1
2.828004725E1,4.148487091E0,2.357243347E1,-4.906714630E1,5.459353818E1
2.829008825E1,4.279148102E0,2.338843536E1,-4.884640503E1,5.432588059E1
2.830013025E1,4.514854431E0,2.335493088E1,-4.889437866E1,5.437367903E1
2.831017125E1,4.568927765E0,2.346113968E1,-4.877797699E1,5.431934476E1
2.832021225E1,4.257064819E0,2.328210831E1,-4.887945557E1,5.430819777E1
2.833025425E1,4.175327301E0,2.338792801E1,-4.863119507E1,5.412413203E1
2.834029525E1,4.157432556E0,2.345941544E1,-4.859645844E1,5.412249246E1
2.835033725E1,4.222137451E0,2.348430252E1,-4.882189178E1,5.434074003E1
2.836037825E1,4.221252441E0,2.337598419E1,-4.840652466E1,5.392074961E1
2.837041925E1,3.919773102E0,2.352292252E1,-4.842642975E1,5.397973326E1
2.838046125E1,4.123409271E0,2.350591660E1,-4.846685028E1,5.402375584E1
2.839050225E1,4.141620636E0,2.364465332E1,-4.865966034E1,5.425850345E1
2.840054325E1,4.108161926E0,2.342021179E1,-4.860134888E1,5.410614039E1
2.841058525E1,4.116855621E0,2.335506821E1,-4.851883698E1,5.400449289E1
2.842062625E1,4.001632690E0,2.363563538E1,-4.856229401E1,5.415674217E1
2.843066825E1,4.216262817E0,2.357717133E1,-4.841542816E1,5.401586400E1
2.844070925E1,4.106754303E0,2.364441299E1,-4.867488098E1,5.426939962E1
2.845075025E1,3.914642334E0,2.376539612E1,-4.918935394E1,5.476961766E1
2.846079225E1,3.812709808E0,2.342864990E1,-4.866455841E1,5.414496872E1
2.847083325E1,3.996124268E0,2.343890381E1,-4.907101440E1,5.452811821E1
2.848087425E1,4.147758484E0,2.345582581E1,-4.903749847E1,5.451656557E1
2.849091625E1,4.206459045E0,2.354899597E1,-4.915717316E1,5.466879532E1
2.850095725E1,4.138786316E0,2.358488083E1,-4.923157501E1,5.474599651E1
2.851099925E1,4.211723328E0,2.346804047E1,-4.890715027E1,5.440952935E1
2.852104025E1,4.091434479E0,2.352495193E1,-4.910494232E1,5.460273400E1
2.853108125E1,4.136699677E0,2.327239990E1,-4.883172607E1,5.425176820E1
2.854112325E1,3.971607208E0,2.341957092E1,-4.897955322E1,5.443571070E1
2.855116425E1,4.136207581E0,2.371408844E1,-4.883416748E1,5.444485391E1
2.856120525E1,4.250263214E0,2.347778702E1,-4.905429077E1,5.454901157E1
2.857124725E1,4.251537323E0,2.346772385E1,-4.875333405E1,5.427427763E1
